date,source,destination,distance_km,demand_desi,vehicle_type,rental_count,spot_count,capacity_desi,cost_tl
2026-05-16,İstanbul,Mardin,1091.37,13736.44,Tır,0,1,22400,38984.2
2026-05-16,İstanbul,Mersin,676.76,21022.77,Tır,0,1,22400,28619.04
2026-05-16,İstanbul,Sivas,695.0,11323.68,Kamyon,0,1,12000,22233.06
2026-05-16,İstanbul,Tekirdağ,123.16,25751.98,Kamyonet,0,1,5600,6966.86
2026-05-16,İstanbul,Tekirdağ,123.16,25751.98,Tır,1,0,22400,8601.07
2026-05-16,İstanbul,Yalova,46.63,33994.1,Tır,2,0,44800,15212.5
2026-05-16,İstanbul,Zonguldak,241.04,9359.87,Kamyon,0,1,12000,12699.83
2026-05-16,İstanbul,Şanlıurfa,948.61,15273.72,Tır,0,1,22400,35415.32
2026-05-16,Şanlıurfa,Eskişehir,776.72,5817.05,Kamyon,0,1,12000,23949.03
2026-05-16,Şanlıurfa,Manisa,1010.04,7236.55,Kamyon,0,1,12000,28848.8
2026-05-16,Şanlıurfa,Tekirdağ,1061.73,5935.39,Kamyon,0,1,12000,29934.43
2026-05-17,Balıkesir,Bilecik,187.36,2435.57,Kamyonet,0,1,5600,8122.5
2026-05-17,Balıkesir,Eskişehir,226.09,3928.24,Kamyonet,0,1,5600,8819.64
2026-05-17,Balıkesir,Manisa,120.96,4425.49,Kamyonet,0,1,5600,6927.23
2026-05-17,Balıkesir,Tekirdağ,151.17,3785.92,Kamyonet,0,1,5600,7470.99
2026-05-17,Balıkesir,Yalova,161.99,4756.98,Kamyonet,0,1,5600,7665.87
2026-05-17,Balıkesir,İstanbul,177.45,3782.63,Kamyonet,0,1,5600,7944.15
2026-05-17,Bilecik,Eskişehir,62.11,2876.08,Kamyonet,0,1,5600,5867.96
2026-05-17,Bilecik,Manisa,277.54,2950.2,Kamyonet,0,1,5600,9745.72
2026-05-17,Eskişehir,Balıkesir,226.09,4009.89,Kamyonet,0,1,5600,8819.64
2026-05-17,Eskişehir,Bilecik,62.11,2885.8,Kamyonet,0,1,5600,5867.96
2026-05-17,Eskişehir,Erzincan,767.2,2238.27,Kamyonet,0,1,5600,18559.53
2026-05-17,Eskişehir,Isparta,223.73,1539.92,Kamyonet,0,1,5600,8777.23
2026-05-17,Eskişehir,Kütahya,61.01,1992.35,Kamyonet,0,1,5600,5848.11
2026-05-17,Eskişehir,Manisa,295.86,4727.01,Kamyonet,0,1,5600,10075.5
2026-05-17,Eskişehir,Mardin,927.79,2283.46,Kamyonet,0,1,5600,21450.27
2026-05-17,Eskişehir,Mersin,488.15,2553.45,Kamyonet,0,1,5600,13536.76
2026-05-17,Eskişehir,Tekirdağ,287.76,4402.87,Kamyonet,0,1,5600,9929.6
2026-05-17,Eskişehir,Yalova,144.1,7038.41,Kamyon,0,1,12000,10664.14
2026-05-17,Eskişehir,İstanbul,189.23,4170.78,Kamyonet,0,1,5600,8156.11
2026-05-17,Eskişehir,Şanlıurfa,776.72,2459.96,Kamyonet,0,1,5600,18730.88
2026-05-17,Kocaeli,Balıkesir,216.16,21081.77,Tır,0,1,22400,17103.9
2026-05-17,Kocaeli,Bilecik,78.57,11505.93,Kamyon,0,1,12000,9288.01
2026-05-17,Kocaeli,Erzincan,824.41,9380.38,Kamyon,0,1,12000,24950.69
2026-05-17,Kocaeli,Eskişehir,131.4,15865.87,Kamyon,1,0,12000,6314.04
2026-05-17,Kocaeli,Eskişehir,131.4,15865.87,Kamyonet,0,1,5600,7115.27
2026-05-17,Kocaeli,Isparta,348.3,6168.89,Kamyon,0,1,12000,14952.28
2026-05-17,Kocaeli,Kütahya,159.98,8295.71,Kamyon,0,1,12000,10997.51
2026-05-17,Kocaeli,Manisa,325.08,11613.2,Kamyon,0,1,12000,14464.78
2026-05-17,Kocaeli,Mardin,1013.99,8857.46,Kamyon,0,1,12000,28931.82
2026-05-17,Kocaeli,Mersin,610.19,14890.19,Tır,0,1,22400,26954.69
2026-05-17,Kocaeli,Sivas,617.37,7109.06,Kamyon,0,1,12000,20602.72
2026-05-17,Kocaeli,Tekirdağ,199.62,22123.22,Tır,1,0,22400,9595.07
2026-05-17,Kocaeli,Yalova,56.51,28215.94,Kamyon,0,1,12000,8824.64
2026-05-17,Kocaeli,Yalova,56.51,28215.94,Tır,1,0,22400,7734.59
2026-05-17,Kocaeli,İstanbul,77.8,20570.29,Tır,1,0,22400,8011.37
2026-05-17,Kocaeli,Şanlıurfa,872.41,10030.78,Kamyon,0,1,12000,25958.59
2026-05-17,Kütahya,Eskişehir,61.01,1328.11,Kamyonet,0,1,5600,5848.11
2026-05-17,Manisa,Balıkesir,120.96,12045.21,Tır,0,1,22400,14723.93
2026-05-17,Manisa,Bilecik,277.54,9277.97,Kamyon,0,1,12000,13466.33
2026-05-17,Manisa,Denizli,172.5,3684.74,Kamyonet,0,1,5600,7854.99
2026-05-17,Manisa,Eskişehir,295.86,7401.83,Kamyon,0,1,12000,13851.09
2026-05-17,Manisa,Isparta,289.36,8023.61,Kamyon,0,1,12000,13714.48
2026-05-17,Manisa,Kütahya,237.82,8341.37,Kamyon,0,1,12000,12632.32
2026-05-17,Manisa,Mersin,665.04,5395.42,Kamyonet,0,1,5600,16720.7
2026-05-17,Manisa,Sivas,835.53,3107.51,Kamyonet,0,1,5600,19789.56
2026-05-17,Manisa,Tekirdağ,262.4,8821.1,Kamyon,0,1,12000,13148.48
2026-05-17,Manisa,Yalova,275.24,11122.18,Kamyon,0,1,12000,13418.02
2026-05-17,Manisa,İstanbul,296.78,6912.39,Kamyon,0,1,12000,13870.45
2026-05-17,Mersin,Eskişehir,488.15,1873.2,Kamyonet,0,1,5600,13536.76
2026-05-17,Mersin,Manisa,665.04,2109.87,Kamyonet,0,1,5600,16720.7
2026-05-17,Sivas,Eskişehir,555.25,3857.63,Kamyonet,0,1,5600,14744.53
2026-05-17,Tekirdağ,Balıkesir,151.17,6181.41,Kamyon,0,1,12000,10812.49
2026-05-17,Tekirdağ,Bilecik,227.85,3960.56,Kamyonet,0,1,5600,8851.21
2026-05-17,Tekirdağ,Denizli,380.85,1854.8,Kamyonet,0,1,5600,11605.29
2026-05-17,Tekirdağ,Eskişehir,287.76,8202.71,Kamyon,0,1,12000,13680.86
2026-05-17,Tekirdağ,Isparta,442.85,2767.79,Kamyonet,0,1,5600,12721.38
2026-05-17,Tekirdağ,Karaman,649.58,2333.81,Kamyonet,0,1,5600,16442.45
2026-05-17,Tekirdağ,Kütahya,272.41,2671.41,Kamyonet,0,1,5600,9653.36
2026-05-17,Tekirdağ,Manisa,262.4,7105.4,Kamyon,0,1,12000,13148.48
2026-05-17,Tekirdağ,Mersin,771.42,4465.04,Kamyonet,0,1,5600,18635.54
2026-05-17,Tekirdağ,Yalova,152.15,10035.43,Kamyon,0,1,12000,10833.08
2026-05-17,Tekirdağ,Zonguldak,362.48,1648.34,Kamyonet,0,1,5600,11274.57
2026-05-17,Tekirdağ,İstanbul,123.16,7248.51,Kamyon,0,1,12000,10224.34
2026-05-17,Tekirdağ,Şanlıurfa,1061.73,3420.79,Kamyonet,0,1,5600,23861.22
2026-05-17,Yalova,Balıkesir,161.99,9184.5,Kamyon,0,1,12000,11039.85
2026-05-17,Yalova,Bilecik,82.0,5081.03,Kamyonet,0,1,5600,6225.97
2026-05-17,Yalova,Eskişehir,144.1,11206.39,Kamyon,1,0,12000,6441.02
2026-05-17,Yalova,Kütahya,150.09,3420.9,Kamyonet,0,1,5600,7451.7
2026-05-17,Yalova,Manisa,275.24,9644.7,Kamyon,0,1,12000,13418.02
2026-05-17,Yalova,Mersin,632.22,5269.7,Kamyonet,0,1,5600,16130.02
2026-05-17,Yalova,Tekirdağ,152.15,10533.78,Kamyon,1,0,12000,6521.47
2026-05-17,Yalova,İstanbul,46.63,9947.21,Kamyon,0,1,12000,8617.33
2026-05-17,İstanbul,Balıkesir,177.45,14261.24,Tır,1,0,22400,9306.89
2026-05-17,İstanbul,Bilecik,127.42,7922.76,Kamyon,0,1,12000,10313.91
2026-05-17,İstanbul,Denizli,359.47,4870.07,Kamyonet,0,1,5600,11220.43
2026-05-17,İstanbul,Erzincan,901.58,7725.5,Kamyon,0,1,12000,26571.08
2026-05-17,İstanbul,Eskişehir,189.23,14543.41,Tır,1,0,22400,9459.97
2026-05-17,İstanbul,Isparta,385.29,5641.2,Kamyon,0,1,12000,15729.1
2026-05-17,İstanbul,Karaman,562.11,4290.85,Kamyonet,0,1,5600,14867.93
2026-05-17,İstanbul,Kütahya,196.46,6356.72,Kamyon,0,1,12000,11763.69
2026-05-17,İstanbul,Manisa,296.78,15063.56,Tır,1,0,22400,10858.18
2026-05-17,İstanbul,Mardin,1091.37,6897.73,Kamyon,0,1,12000,30556.72
2026-05-17,İstanbul,Mersin,676.76,10113.65,Kamyon,0,1,12000,21849.99
2026-05-17,İstanbul,Sivas,695.0,5897.1,Kamyon,0,1,12000,22233.06
2026-05-17,İstanbul,Tekirdağ,123.16,12127.78,Tır,1,0,22400,8601.07
2026-05-17,İstanbul,Yalova,46.63,15195.88,Tır,1,0,22400,7606.25
2026-05-17,İstanbul,Zonguldak,241.04,4765.03,Kamyonet,0,1,5600,9088.71
2026-05-17,İstanbul,Şanlıurfa,948.61,6789.66,Kamyon,0,1,12000,27558.87
2026-05-17,Şanlıurfa,Eskişehir,776.72,2315.19,Kamyonet,0,1,5600,18730.88
2026-05-17,Şanlıurfa,Manisa,1010.04,2963.71,Kamyonet,0,1,5600,22930.69
2026-05-17,Şanlıurfa,Tekirdağ,1061.73,2395.81,Kamyonet,0,1,5600,23861.22
